id	action	attribute	value
nmdc:omprc-11-bn8jcq58	remove item	has_output	nmdc:dobj-11-xkx6jy64|
nmdc:omprc-11-bn8jcq58	insert	has_output	nmdc:dobj-11-77e9jm46|
