id	action	attribute	value
nmdc:omprc-11-ysp4vq35	remove item	has_output	nmdc:b6d907e2b41d013afcb2b6aa81c1be87|
nmdc:omprc-11-ysp4vq35	insert	has_output	nmdc:dobj-11-q3qx6k70|
nmdc:omprc-11-rxv6kd89	remove item	has_output	nmdc:c52cdaa42622674591c66ceeb0c33758|
nmdc:omprc-11-rxv6kd89	insert	has_output	nmdc:dobj-11-jt6b6323|
nmdc:omprc-11-0jzfnf61	remove item	has_output	nmdc:6f503435c01cf49ed7805ce4c2d26d46|
nmdc:omprc-11-0jzfnf61	insert	has_output	nmdc:dobj-11-w2xv3a14|
nmdc:omprc-11-qm563f05	remove item	has_output	nmdc:2112eaa62884c29f33a47669bf01bb53|
nmdc:omprc-11-qm563f05	insert	has_output	nmdc:dobj-11-4jtrb138|
nmdc:omprc-11-zvpsbf06	remove item	has_output	nmdc:0afe727fea9effca194d4b1f607984ff|
nmdc:omprc-11-zvpsbf06	insert	has_output	nmdc:dobj-11-ntnxdw98|
nmdc:omprc-11-sdbbqs35	remove item	has_output	nmdc:b0638ba985a67df56f072b7544e46317|
nmdc:omprc-11-sdbbqs35	insert	has_output	nmdc:dobj-11-sd5qcz66|
nmdc:omprc-11-wjagc521	remove item	has_output	nmdc:087821706edc18d844ab743ec8865569|
nmdc:omprc-11-wjagc521	insert	has_output	nmdc:dobj-11-njs26t78|
nmdc:omprc-11-mpwyy287	remove item	has_output	nmdc:9a18a44f56928a2d4cb4e1541e182799|
nmdc:omprc-11-mpwyy287	insert	has_output	nmdc:dobj-11-1qqq7705|
nmdc:omprc-11-07688c39	remove item	has_output	nmdc:60ee79e73d43651cee0e89de0c346a20|
nmdc:omprc-11-07688c39	insert	has_output	nmdc:dobj-11-f2hy9e57|
nmdc:omprc-11-6q7gzb26	remove item	has_output	nmdc:f5b5e247913c5cdb5511dff98d349ce2|
nmdc:omprc-11-6q7gzb26	insert	has_output	nmdc:dobj-11-2khqx384|
nmdc:omprc-11-pbwhv175	remove item	has_output	nmdc:5333beedf0b1a6aeac85fd52e0c954a6|
nmdc:omprc-11-pbwhv175	insert	has_output	nmdc:dobj-11-bdw71g67|
nmdc:omprc-11-gb5k8p40	remove item	has_output	nmdc:9676ebc038756ae55077770846391495|
nmdc:omprc-11-gb5k8p40	insert	has_output	nmdc:dobj-11-zy5kwg20|
nmdc:omprc-11-xhnf2e85	remove item	has_output	nmdc:0df5ac2c9052a2b45cfd9578aaa562f7|
nmdc:omprc-11-xhnf2e85	insert	has_output	nmdc:dobj-11-6mpr3c48|
nmdc:omprc-11-t4hk7066	remove item	has_output	nmdc:492b743dc4a3ab1c730dd0e12912d8d1|
nmdc:omprc-11-t4hk7066	insert	has_output	nmdc:dobj-11-25p7pv15|
nmdc:omprc-11-f0qnth40	remove item	has_output	nmdc:259a1435146041ed02aa079a007fb06c|
nmdc:omprc-11-f0qnth40	insert	has_output	nmdc:dobj-11-5cvbd183|
nmdc:omprc-11-36m85r16	remove item	has_output	nmdc:a1852a6601023d802e67f41aef7dfcde|
nmdc:omprc-11-36m85r16	insert	has_output	nmdc:dobj-11-ggwby248|
nmdc:omprc-11-f1akyc51	remove item	has_output	nmdc:94f5b389c2d9f7f5bc92e9fddedfc775|
nmdc:omprc-11-f1akyc51	insert	has_output	nmdc:dobj-11-xy1x1e91|
nmdc:omprc-11-5nka4130	remove item	has_output	nmdc:dac54b23fce5a5c56c11311c77b74294|
nmdc:omprc-11-5nka4130	insert	has_output	nmdc:dobj-11-jq7xsq84|
nmdc:omprc-11-62am2h65	remove item	has_output	nmdc:ef11b09bff6940ee45f3c05842b16931|
nmdc:omprc-11-62am2h65	insert	has_output	nmdc:dobj-11-d00c8y90|
nmdc:omprc-11-8fpzs917	remove item	has_output	nmdc:426202d9528d4af01aa6aeeb6ebb5aac|
nmdc:omprc-11-8fpzs917	insert	has_output	nmdc:dobj-11-fd932829|
nmdc:omprc-11-gvyfjg32	remove item	has_output	nmdc:d18ad58ac8a0a7e9748c518081f9059d|
nmdc:omprc-11-gvyfjg32	insert	has_output	nmdc:dobj-11-67jb7k21|
nmdc:omprc-11-abadtt88	remove item	has_output	nmdc:104c9da6da3a685e5b1b8a3b2652bdd7|
nmdc:omprc-11-abadtt88	insert	has_output	nmdc:dobj-11-7zzxhw80|
nmdc:omprc-11-kj0jpg50	remove item	has_output	nmdc:fee26dc0a11fb4a39c28d7130c2358f6|
nmdc:omprc-11-kj0jpg50	insert	has_output	nmdc:dobj-11-78et1906|
nmdc:omprc-11-2rmac411	remove item	has_output	nmdc:8656757191fe5a86d3a4d524d5f513e2|
nmdc:omprc-11-2rmac411	insert	has_output	nmdc:dobj-11-57vf9q37|
nmdc:omprc-11-sq1snj73	remove item	has_output	nmdc:bef74063c8db88eca336299184d80942|
nmdc:omprc-11-sq1snj73	insert	has_output	nmdc:dobj-11-pt2prc77|
nmdc:omprc-11-vwvc8h03	remove item	has_output	nmdc:65b3ee1c8092cfe1b7fef18cbca970d9|
nmdc:omprc-11-vwvc8h03	insert	has_output	nmdc:dobj-11-2pdqgn38|
nmdc:omprc-11-vn1ar862	remove item	has_output	nmdc:d38a56c9121372e8eb41f4f8f139481c|
nmdc:omprc-11-vn1ar862	insert	has_output	nmdc:dobj-11-8a2q8x52|
nmdc:omprc-11-f1fe9370	remove item	has_output	nmdc:62915d08fc404130f4abe2c947a4e13e|
nmdc:omprc-11-f1fe9370	insert	has_output	nmdc:dobj-11-76a49m67|
nmdc:omprc-11-fvhfvp91	remove item	has_output	nmdc:acee10e153052c8b7bc98c2fe462fdd9|
nmdc:omprc-11-fvhfvp91	insert	has_output	nmdc:dobj-11-bynqm156|
nmdc:omprc-11-m990x183	remove item	has_output	nmdc:091325e3152cae4d694e2bbf5b7093db|
nmdc:omprc-11-m990x183	insert	has_output	nmdc:dobj-11-je2ra937|
nmdc:omprc-11-dh7zcy95	remove item	has_output	nmdc:00a2071567e1e8e58bef5263fbdf7905|
nmdc:omprc-11-dh7zcy95	insert	has_output	nmdc:dobj-11-gcffy910|
nmdc:omprc-11-v7vx4v18	remove item	has_output	nmdc:fe61b5e7c3aff7b27e5be1f97f55efda|
nmdc:omprc-11-v7vx4v18	insert	has_output	nmdc:dobj-11-mpk4ce73|
nmdc:omprc-11-m6q4nw59	remove item	has_output	nmdc:3896cc46b145ba465c67a164e7446400|
nmdc:omprc-11-m6q4nw59	insert	has_output	nmdc:dobj-11-abmzqm55|
nmdc:omprc-11-jn4z8y81	remove item	has_output	nmdc:e444ada18237f6db32de92516773b0d5|
nmdc:omprc-11-jn4z8y81	insert	has_output	nmdc:dobj-11-hb8rds73|
nmdc:omprc-11-3d7ev832	remove item	has_output	nmdc:1d2ea6cc3c176479f6355a6716bf0279|
nmdc:omprc-11-3d7ev832	insert	has_output	nmdc:dobj-11-gjgrgy70|
nmdc:omprc-11-176k6334	remove item	has_output	nmdc:7b093e525bf7741654105516790060a0|
nmdc:omprc-11-176k6334	insert	has_output	nmdc:dobj-11-c7fgke82|
nmdc:omprc-11-ppm1kc56	remove item	has_output	nmdc:59532226ec5755915a032e602dc04a03|
nmdc:omprc-11-ppm1kc56	insert	has_output	nmdc:dobj-11-fk5etn42|
nmdc:omprc-11-gsx01g02	remove item	has_output	nmdc:d08893db578667fdc61428fde84f8279|
nmdc:omprc-11-gsx01g02	insert	has_output	nmdc:dobj-11-v56keg98|
nmdc:omprc-11-b9j4pk97	remove item	has_output	nmdc:4779dacd0e7071f528be8c03fac547e7|
nmdc:omprc-11-b9j4pk97	insert	has_output	nmdc:dobj-11-vrk26t70|
nmdc:omprc-11-38h78d16	remove item	has_output	nmdc:908fe1703358c811ae7bf408886a6e87|
nmdc:omprc-11-38h78d16	insert	has_output	nmdc:dobj-11-e7d85146|
nmdc:omprc-11-ytakgm41	remove item	has_output	nmdc:fb1897fb6c87bcf5b25c76e0ac149b67|
nmdc:omprc-11-ytakgm41	insert	has_output	nmdc:dobj-11-ywy40m07|
nmdc:omprc-11-gbv7zh09	remove item	has_output	nmdc:da44ab401932bc11c5c7e2ec4f50d945|
nmdc:omprc-11-gbv7zh09	insert	has_output	nmdc:dobj-11-472kka22|
nmdc:omprc-11-4rwmp312	remove item	has_output	nmdc:625075a39014d701fda177605f8f8858|
nmdc:omprc-11-4rwmp312	insert	has_output	nmdc:dobj-11-ed1x8d26|
nmdc:omprc-11-t6acv418	remove item	has_output	nmdc:12b43da62aae4332869c589de5853062|
nmdc:omprc-11-t6acv418	insert	has_output	nmdc:dobj-11-rtebt035|
nmdc:omprc-11-pwwc3q04	remove item	has_output	nmdc:722f2dbb28d08d2f65cacea4c5435da2|
nmdc:omprc-11-pwwc3q04	insert	has_output	nmdc:dobj-11-6phmjb20|
nmdc:omprc-11-g9t2xf29	remove item	has_output	nmdc:8d9b361423c5819782294a8789859b9b|
nmdc:omprc-11-g9t2xf29	insert	has_output	nmdc:dobj-11-k98bhn12|
nmdc:omprc-11-b8rmfw44	remove item	has_output	nmdc:8a573eec92876f6621ae5305d9ed3bd2|
nmdc:omprc-11-b8rmfw44	insert	has_output	nmdc:dobj-11-4xwaja62|
nmdc:omprc-11-9b5r3122	remove item	has_output	nmdc:4fa30e2045705f394631c65180c5199a|
nmdc:omprc-11-9b5r3122	insert	has_output	nmdc:dobj-11-6jf5k508|
nmdc:omprc-11-6evhzd33	remove item	has_output	nmdc:61a97e80cb6d26e90f140f38b008abab|
nmdc:omprc-11-6evhzd33	insert	has_output	nmdc:dobj-11-g0xed960|
nmdc:omprc-11-1h7pv713	remove item	has_output	nmdc:6e84b6d72daf43591617f4c278a8540f|
nmdc:omprc-11-1h7pv713	insert	has_output	nmdc:dobj-11-jcf1g654|
nmdc:omprc-11-1xy9v450	remove item	has_output	nmdc:7f0c6c7be34ce22ab91df9a75f3e4379|
nmdc:omprc-11-1xy9v450	insert	has_output	nmdc:dobj-11-84t0gx49|
nmdc:omprc-11-hmqcq810	remove item	has_output	nmdc:5e84dfde0d632897ed93abf84fd75dbd|
nmdc:omprc-11-hmqcq810	insert	has_output	nmdc:dobj-11-akrhnw41|
nmdc:omprc-11-1a2d4549	remove item	has_output	nmdc:2f05dd5770ff3ebe3b56f008854bac78|
nmdc:omprc-11-1a2d4549	insert	has_output	nmdc:dobj-11-z7yehz16|
nmdc:omprc-11-5fgefy28	remove item	has_output	nmdc:f9f1ddf2e1eca8e9c8a18b5096433c54|
nmdc:omprc-11-5fgefy28	insert	has_output	nmdc:dobj-11-79a34q64|
nmdc:omprc-11-13gdjn24	remove item	has_output	nmdc:076ff634d28625c03f79842a9b3bb354|
nmdc:omprc-11-13gdjn24	insert	has_output	nmdc:dobj-11-z7ta2526|
nmdc:omprc-11-cw2se491	remove item	has_output	nmdc:4b5fb58671da52ebbff9fc85324638ac|
nmdc:omprc-11-cw2se491	insert	has_output	nmdc:dobj-11-5vsetf63|
nmdc:omprc-11-kxct1j50	remove item	has_output	nmdc:fc02b18994a1ea74808d16d18735a04a|
nmdc:omprc-11-kxct1j50	insert	has_output	nmdc:dobj-11-4k60pk69|
nmdc:omprc-11-a85hx178	remove item	has_output	nmdc:f4ddf238d2d7dec9c86b93713d0ff075|
nmdc:omprc-11-a85hx178	insert	has_output	nmdc:dobj-11-q3fe1r11|
nmdc:omprc-11-0qq1wf68	remove item	has_output	nmdc:4acac4ba90588c9923ed2d02d3f516b7|
nmdc:omprc-11-0qq1wf68	insert	has_output	nmdc:dobj-11-2pw4de64|
nmdc:omprc-11-5v7dy272	remove item	has_output	nmdc:a6596e0c6c077b864048f00a68ab6c78|
nmdc:omprc-11-5v7dy272	insert	has_output	nmdc:dobj-11-rz7pjz12|
nmdc:omprc-11-qg3vxj76	remove item	has_output	nmdc:3900b15ebaa5ecba247164c7165d2f38|
nmdc:omprc-11-qg3vxj76	insert	has_output	nmdc:dobj-11-m0n9dm41|
nmdc:omprc-11-2bmkj745	remove item	has_output	nmdc:f2b267f00e22a74e94e6dd75fe0531f0|
nmdc:omprc-11-2bmkj745	insert	has_output	nmdc:dobj-11-my6j1967|
nmdc:omprc-11-s8v93g59	remove item	has_output	nmdc:9a37ea20e51282596cf799605d6e912c|
nmdc:omprc-11-s8v93g59	insert	has_output	nmdc:dobj-11-hjqy4433|
nmdc:omprc-11-3q02ny85	remove item	has_output	nmdc:a68418156612ccea5ffa4c2d9b6a6114|
nmdc:omprc-11-3q02ny85	insert	has_output	nmdc:dobj-11-11f4gx80|
nmdc:omprc-11-31w8s533	remove item	has_output	nmdc:dbfdeaccbb5b01e4b567e04c1ec60b95|
nmdc:omprc-11-31w8s533	insert	has_output	nmdc:dobj-11-2sx3k274|
nmdc:omprc-11-pjs63190	remove item	has_output	nmdc:2437e48c81f26729595351c727f94b0b|
nmdc:omprc-11-pjs63190	insert	has_output	nmdc:dobj-11-mfjqdg69|
nmdc:omprc-11-h63w0665	remove item	has_output	nmdc:989711381573525c3c32f77fb8b4bcf7|
nmdc:omprc-11-h63w0665	insert	has_output	nmdc:dobj-11-8pw13b03|
nmdc:omprc-11-9mhqsm53	remove item	has_output	nmdc:8139981465fa40b6488805919efdbcd6|
nmdc:omprc-11-9mhqsm53	insert	has_output	nmdc:dobj-11-sxzcmv74|
nmdc:omprc-11-gcs98d33	remove item	has_output	nmdc:cb53962aabcda827b19e270a805dc0e1|
nmdc:omprc-11-gcs98d33	insert	has_output	nmdc:dobj-11-hhjfw404|
nmdc:omprc-11-yzrza466	remove item	has_output	nmdc:c4df425ae66b46dcf353097aa64c8935|
nmdc:omprc-11-yzrza466	insert	has_output	nmdc:dobj-11-vyw5e824|
nmdc:omprc-11-rf37rv10	remove item	has_output	nmdc:f408775f43e5a6041ade55edecaaeb1a|
nmdc:omprc-11-rf37rv10	insert	has_output	nmdc:dobj-11-kbnny492|
nmdc:omprc-11-ne1fzr77	remove item	has_output	nmdc:967517f83a03de07d4c0eb53f7c83f05|
nmdc:omprc-11-ne1fzr77	insert	has_output	nmdc:dobj-11-ja3gps65|
nmdc:omprc-11-m8nz8d35	remove item	has_output	nmdc:8224d0f7d3ceb191111f6d49e415afc8|
nmdc:omprc-11-m8nz8d35	insert	has_output	nmdc:dobj-11-kqqksh70|
nmdc:omprc-11-3kdzgf81	remove item	has_output	nmdc:7f57dcee7abd6613a46bed9e6d3bc61b|
nmdc:omprc-11-3kdzgf81	insert	has_output	nmdc:dobj-11-77xdc844|
nmdc:omprc-11-k95tgy11	remove item	has_output	nmdc:cf4c63cdb2f8d4b17dc591ac83c042e0|
nmdc:omprc-11-k95tgy11	insert	has_output	nmdc:dobj-11-yfqab126|
nmdc:omprc-11-f4eray08	remove item	has_output	nmdc:82254db0eab492d5074a5d36b96e491a|
nmdc:omprc-11-f4eray08	insert	has_output	nmdc:dobj-11-eww4z573|
nmdc:omprc-11-ynq39f38	remove item	has_output	nmdc:49b6ab7f5a43b171f4b6de616624fe02|
nmdc:omprc-11-ynq39f38	insert	has_output	nmdc:dobj-11-bdab6b19|
nmdc:omprc-11-r2n4hp61	remove item	has_output	nmdc:452104acaf8a6d065f9a8fdbd64ee882|
nmdc:omprc-11-r2n4hp61	insert	has_output	nmdc:dobj-11-w9r6c731|
nmdc:omprc-11-zdmbqr75	remove item	has_output	nmdc:340ba2dc2e14b38bf653cbc8dcedaf9b|
nmdc:omprc-11-zdmbqr75	insert	has_output	nmdc:dobj-11-7dqp7a83|
nmdc:omprc-11-a9bm9657	remove item	has_output	nmdc:e0e0b9582935ccbf60eab11942ee902b|
nmdc:omprc-11-a9bm9657	insert	has_output	nmdc:dobj-11-snk6rx55|
nmdc:omprc-11-xzrs8q03	remove item	has_output	nmdc:22afa3d49b73eaec2e9787a6b88fbdc3|
nmdc:omprc-11-xzrs8q03	insert	has_output	nmdc:dobj-11-57bdgq86|
nmdc:omprc-11-99yaxg68	remove item	has_output	nmdc:44cd635395e777cfab314dcf1789b6d2|
nmdc:omprc-11-99yaxg68	insert	has_output	nmdc:dobj-11-6r4y9t33|
nmdc:omprc-11-6xbw1f88	remove item	has_output	nmdc:995c8b403d4ae43206bcd9cb0168d7a7|
nmdc:omprc-11-6xbw1f88	insert	has_output	nmdc:dobj-11-4zfdve96|
nmdc:omprc-11-hxcj5q62	remove item	has_output	nmdc:849a332324e4c8e23d5487d866ea8ac3|
nmdc:omprc-11-hxcj5q62	insert	has_output	nmdc:dobj-11-awdnct89|
