collection_name	type	id
data_object_set		nmdc:4545ab2039ae70f4439a93316f4fb7bc
data_object_set		nmdc:70d7c8a307f47adb05056bee1b01f9d4
data_object_set		nmdc:280b63ae1cc1fa8d6154a0681d47c399
data_object_set		nmdc:27c07072f175571200b5931550adb8aa
data_object_set		nmdc:c092b018cb4652c4ca0620b37a4b3fad
mags_activity_set	nmdc:MAGsAnalysisActivity	nmdc:b31abf9d7fe53e2f802bb53e2d13542b
data_object_set		nmdc:df08913532a84681996a29d1a1c127b3
data_object_set		nmdc:415dfed655f9c4673f2cce4f9947c2e4
data_object_set		nmdc:be6482b534716166ce5daea5a07cba06
data_object_set		nmdc:9944a9020ce981a2423ca81424998e66
data_object_set		nmdc:d2a24728b9006fd4fb4bf4f326138dc2
mags_activity_set	nmdc:MAGsAnalysisActivity	nmdc:db181675b157d27d9b0b2f35b5cbf03e
data_object_set		nmdc:9ef1be5df79aee7c64f2addc4bda6afa
data_object_set		nmdc:3f4c7c98bb94687eb96382799c8626fe
data_object_set		nmdc:8c05fc754583d51714bc1aa81396e59d
data_object_set		nmdc:5a36d8ba758ee510ab2be3e01fda3e0f
data_object_set		nmdc:60db1474ee6a099c10e4fdc728420cf8
mags_activity_set	nmdc:MAGsAnalysisActivity	nmdc:0aec70779dcdcc1b577d7e372c0eca87
data_object_set		nmdc:d830e60f4fb30ecb0610f991dcc70e47
data_object_set		nmdc:9250ad41cb19e04a6002e62bda38bbfb
data_object_set		nmdc:d33af65556b85b1aaf3a5c48b6e294de
data_object_set		nmdc:d2d655091735e6308aafca1e1633aad9
data_object_set		nmdc:17c6259329da1bbe6da5a18274452a8d
mags_activity_set	nmdc:MAGsAnalysisActivity	nmdc:8bc23e2bd69c8af5538db3d6192a3b5b
data_object_set		nmdc:027626ff998bf1e495e32d09cab4bb08
data_object_set		nmdc:48772112891988a2ef3f0c40786c11fd
data_object_set		nmdc:527e2c19607c225a707db67b5be01b6f
data_object_set		nmdc:1277a6924ab380e001a7208e7ebbb0e3
data_object_set		nmdc:733e798989606c802b3bbfc952a38841
mags_activity_set	nmdc:MAGsAnalysisActivity	nmdc:8093869c91384d3299431e56019f7de0
data_object_set		nmdc:0d45611a5d0c80679c00fa759c939df0
data_object_set		nmdc:994fd58ab9a53c19ba1cdb830e37a132
data_object_set		nmdc:767a36b1bffa42d3d25af3f81b15e11b
data_object_set		nmdc:db59a64c874a9e06c1f1ba58df96fe0d
data_object_set		nmdc:bb5835f621252fca37967e00245517ac
mags_activity_set	nmdc:MAGsAnalysisActivity	nmdc:10c6e87f449fdc27c6b8bfbc9e25d6a3
data_object_set		nmdc:cf2d0eb0281d2822373d4e7d25c8d1e6
data_object_set		nmdc:54ed3f096ca7eacec9e5078ca45a6530
data_object_set		nmdc:85defe7977c263b8fba3f31f89f101f9
data_object_set		nmdc:8493c05e428d90f8893e4c58755b2e95
data_object_set		nmdc:19a6a8410cece1118a06763023cc1313
mags_activity_set	nmdc:MAGsAnalysisActivity	nmdc:88c0fc9b5b0bb0cd814448bbfba0da6a
data_object_set		nmdc:3dfba77d38712870f8c415203f991496
data_object_set		nmdc:c70853ef1a6ab162b85df5215a76666b
data_object_set		nmdc:5e98d27533164fdf67c07cc224090547
data_object_set		nmdc:bfbe3e3a21e8a089c4c7a0d945c79b7b
data_object_set		nmdc:e63c76f92bc0ae95dfc238c099296e91
mags_activity_set	nmdc:MAGsAnalysisActivity	nmdc:e05db57d44a39f083df9a1803551b79b
data_object_set		nmdc:27f14f2f1af3ad7d17505a6ddc52d860
data_object_set		nmdc:dac476e3a7a8cdb2f3be5946ae437906
data_object_set		nmdc:b66d8fd47536ed5299c280aa873e2130
data_object_set		nmdc:1ce4d3dcf2c9cbe245b437ca14a2772f
data_object_set		nmdc:d312dfb56973b50497bab8faf7409db8
mags_activity_set	nmdc:MAGsAnalysisActivity	nmdc:aa214e53dc8472f9ff99b02245d8f943
data_object_set		nmdc:73aca2cc587d8a632a730dcc6ff53d3b
data_object_set		nmdc:2d174febedeca0ce515939dd53d6ccb9
data_object_set		nmdc:6b39bdb404c651428634ad28f8f15e2a
data_object_set		nmdc:822be4fbeadb0c8c24f4a680d646b62f
data_object_set		nmdc:0bd9d9e5f15087ccd35c38956bb3a210
mags_activity_set	nmdc:MAGsAnalysisActivity	nmdc:20efb77f7b08a72b0c887c059686b7cf
data_object_set		nmdc:8f4f5294de942734837fba3d68ffc6b4
data_object_set		nmdc:58d9cd30ca53424cd0f1ce27d0a8a885
data_object_set		nmdc:2bbd475ff6a15058b38244e71456024a
data_object_set		nmdc:d52b4ae6b61161082fee7d42ecf5ee87
data_object_set		nmdc:70901a70c06fdcfc71efa2d004e210fd
mags_activity_set	nmdc:MAGsAnalysisActivity	nmdc:b82754c2c692809f9e59ff9824278c32
data_object_set		nmdc:166c8a0ad2f4d57e9b16cdc699d56c09
data_object_set		nmdc:196d2699f8fdab4e38c8a638f92093b1
data_object_set		nmdc:5ef5ad24cfe3990c0256d420f51f9010
data_object_set		nmdc:13137fa415f537d2874808d8c75c1b3d
data_object_set		nmdc:b67b26f8f76faa347575352000021faf
mags_activity_set	nmdc:MAGsAnalysisActivity	nmdc:a634b0691cf34899d9b09bc4573d4c36
data_object_set		nmdc:58acda197bd8136a80d5047342008cdf
data_object_set		nmdc:7a6616d3262630c2aea2923e3c2683d0
data_object_set		nmdc:8d5e2b8a8dede83c2f74182f506f9176
data_object_set		nmdc:53faea62cf1183292bc6fca374f75ed1
data_object_set		nmdc:e16dde65e7229d69949c9e2dee7e2413
mags_activity_set	nmdc:MAGsAnalysisActivity	nmdc:00a9e34a36f0ea767ff48aa2f411874f
data_object_set		nmdc:287529453d35eab4acb72032a59994d0
data_object_set		nmdc:ce09d99bdfdf0379b09a3ae75c65d830
data_object_set		nmdc:4ad58f05545a75edc1b933a0b0286d16
data_object_set		nmdc:850a6fbbd2993f4dfeb5a40485e67f8e
data_object_set		nmdc:acd651395108c71dd20eeebf9b177d06
mags_activity_set	nmdc:MAGsAnalysisActivity	nmdc:9fb85875014e14636fbb93d97d62f4bd
data_object_set		nmdc:c66f93153962f8b80c8f3d6978b6d802
data_object_set		nmdc:00415cf72f9a77f907e3467a08b123c5
data_object_set		nmdc:ce2a364ec51a1d6311a319509751266e
data_object_set		nmdc:3f435d6da551400a4ba4400fa3608e7f
data_object_set		nmdc:83064ec7bfc35a79a1ca76fdd8ad75fd
mags_activity_set	nmdc:MAGsAnalysisActivity	nmdc:c88a6f4e80cd6159dbbdeaeffbc28f55
data_object_set		nmdc:ba468a2c4f4810d87ba95ad9e123483d
mags_activity_set	nmdc:MAGsAnalysisActivity	nmdc:ecaab4b51de694b35269756fd7e31ed9
data_object_set		nmdc:0fd97ca0ce01d42361ce817d3753a65e
data_object_set		nmdc:2914266e7ac7a8668c6f8d8722466c69
data_object_set		nmdc:a6bc8d9d5ba5fe9713829aa7aef3c4cd
data_object_set		nmdc:2941988fcfb708d20ad1e44682c78e22
data_object_set		nmdc:8e7832cac0ae99e2b63dfdfa34c24927
mags_activity_set	nmdc:MAGsAnalysisActivity	nmdc:2d5f97b7f6c0f385d6185e05ac989b1e
data_object_set		nmdc:2d1e318b8b815a8a5487f23315d0fe02
mags_activity_set	nmdc:MAGsAnalysisActivity	nmdc:3a0bb3c0ec1ec60e0487cb98f7f19a90
data_object_set		nmdc:6cc278c455cafc691333c0a74fe6c540
data_object_set		nmdc:16a08c4a3a6e9c70a5d47209177d0e60
data_object_set		nmdc:de4d0180489bdaa5526977508a489b99
data_object_set		nmdc:1be647dc835ee8fe666fe9893266bd21
data_object_set		nmdc:3c8eadbcf4f583090d8f378ea6758799
