id	action	attribute	value
nmdc:dobj-11-mtdatv38	update	file_size_bytes	15805145304
nmdc:dobj-11-m2kj6723	update	file_size_bytes	1271907
nmdc:dobj-11-77ap4d59	update	md5_checksum	99fce333b1a022fca330291b6125fcfb
nmdc:dobj-11-mtdatv38	update	md5_checksum	d64ba56fb8fcb837b3a7916fbcf24e25
nmdc:dobj-11-br4yzj12	update	file_size_bytes	5390014
nmdc:dobj-11-es73a604	update	md5_checksum	fd80a6a1dcc8c3b271fafa73fbc96c91
nmdc:dobj-11-br4yzj12	update	md5_checksum	f06742dd3a5056a2068f13cbffb264a7
nmdc:dobj-11-m2kj6723	update	md5_checksum	138c689c6067cf670dff71004688c98f
nmdc:dobj-11-77ap4d59	update	file_size_bytes	5435867
nmdc:dobj-11-es73a604	update	file_size_bytes	1439428
