collection_name	type	id
data_object_set	nmdc:DataObject	nmdc:8d16af5ca7671f7dc42de14deb8b0dd5
data_object_set		nmdc:3bcffdf80842f9fcb2c9c62c35ad28c6
data_object_set		nmdc:56ba958be56af80bb4fc27f4635edaa5
data_object_set		nmdc:dce7c900d1ab453a1d95bd3979c7a017
data_object_set		nmdc:a5468325ed4b6b62bb116ff5142ff33d
data_object_set		nmdc:a1fd51f1e8db0648782ae6d29e583d5b
data_object_set		nmdc:9a9b94f65b6f0af2208735238ddeb02c
data_object_set		nmdc:fa401a0a97e73130ebfffcb25efef945
data_object_set		nmdc:a3d3f0f87d622ef5a110bb494b8c95f0
data_object_set		nmdc:11bee827a9abef578eb6610dc515fe04
data_object_set		nmdc:78f35ca49a6bedf472f7dd61ae7a49d3
data_object_set		nmdc:920790e781e64cd3eed3a32c521ffda7
data_object_set		nmdc:623f8105bab94519da3d5a620b8bf6da
data_object_set		nmdc:582604e1df5f4337462b29ce34f2c02e
data_object_set		nmdc:3393ec1177ba82d1b16364a757a19173
data_object_set		nmdc:8ea1e1eab9d34bfb48cf83dccb8e95de
data_object_set		nmdc:19023d87b3cdd9de7b40dbfc23e38c89
data_object_set		nmdc:60e047950ea225f6ac8f677dbae225ed
data_object_set		nmdc:cb256fb69ba245f710adeeaad8f4a16a
data_object_set		nmdc:f5d3de8796889a3d67fc83aeff5bd9f9
data_object_set		nmdc:3ac986bab3bb921e02aadcada39a64cd
data_object_set		nmdc:7fd3eb7eaae276c4822f5ce2de5a766c
data_object_set		nmdc:2a483528125e727ebb6b1c95269fcc97
data_object_set		nmdc:8c8bba0eee92f65c928071da947057c5
data_object_set		nmdc:f6b443fde046b113b1bb33cf0b23ba3b
data_object_set		nmdc:38cf4f39b765c7165cf4d4b72313d28d
data_object_set		nmdc:d998a307658a2c4f556721492358ad3d
data_object_set		nmdc:48f158b9bdcee0135669cd2c5a5ccc25
data_object_set		nmdc:baad9903d8f79540001fdf080a5cd297
data_object_set		nmdc:54ac7bde0d6b18bc7b1c0cafecd787d1
data_object_set		nmdc:6d9f0228e3ff9158b6fbac9518ffaba6
data_object_set		nmdc:b42299646345d5801fe7b5a579f434cc
data_object_set		nmdc:94edd28d2b641ba4f0e885ef0bc72b00
data_object_set		nmdc:a947acf706f9fc7539d50169d72e015f
data_object_set		nmdc:2864325ac58cd499a110e262de3e892c
data_object_set		nmdc:a28899511c3daa0b6aced1e11a875548
data_object_set		nmdc:63a391dcd3889a7ad308b45d2a062a12
data_object_set		nmdc:4f622e5538026e174a99c87d851a66dd
mags_activity_set	nmdc:MAGsAnalysisActivity	nmdc:b23607de481eac9d93776f1eb805e989
metagenome_annotation_activity_set	nmdc:MetagenomeAnnotationActivity	nmdc:b23607de481eac9d93776f1eb805e989
metagenome_assembly_set	nmdc:MetagenomeAssembly	nmdc:b23607de481eac9d93776f1eb805e989
read_qc_analysis_activity_set	nmdc:ReadQCAnalysisActivity	nmdc:b23607de481eac9d93776f1eb805e989
read_based_taxonomy_analysis_activity_set	nmdc:ReadbasedAnalysis	nmdc:b23607de481eac9d93776f1eb805e989
data_object_set	nmdc:DataObject	nmdc:2a3baceee6e3dd4c4fc13567c2fd5df3
data_object_set		nmdc:39dfcb6a3f2afed8306b3666ec98c75b
data_object_set		nmdc:88f1d63bc4bbca5e443d53b878eea85a
data_object_set		nmdc:d8b0ebe8bb1ff644e9742e2cafa09c82
data_object_set		nmdc:cb0d9e427179d63f3b38a5fc2eb53c02
data_object_set		nmdc:9a574224aebfebcc159a8eca738f9959
data_object_set		nmdc:52cc3432b1f0ac4a02c8de718c9f4b4d
data_object_set		nmdc:baacf8df3c4d301e397f4e2202cf68b1
data_object_set		nmdc:c265c0a18455d5ff859731448fad914d
data_object_set		nmdc:d4d9a50170ed9791ddc9d4609d6e7eb5
data_object_set		nmdc:ff8e4ec55aee5652030e1692c961aec6
data_object_set		nmdc:c8ccaac0f4893c7340e2fe81fd3ac06b
data_object_set		nmdc:83d0d400353ac4e8cb1b09e37f7fb259
data_object_set		nmdc:938023547f2caad03223922dfc17f638
data_object_set		nmdc:1dbfe9b773cfaf29b1d2f95f98e184d2
data_object_set		nmdc:f544427535b0d9a31fd99ef78531092f
data_object_set		nmdc:30757259de100a7b53499c95bbb12f7c
data_object_set		nmdc:9ba7a4c8fc71992eb1500790f2e9ae7b
data_object_set		nmdc:9d3e249a48788b5d6d4fe62d9ccd7fb7
data_object_set		nmdc:935f7b73ddcc7c443a303224a2996d1d
data_object_set		nmdc:6e10cc7a09702f641efe27df767c73bc
data_object_set		nmdc:bf7ae846284f9eba2f0e313d80159222
data_object_set		nmdc:dedd158aeae5fe6355593fa8c117dfbf
data_object_set		nmdc:6949bbccc09f9d533e206199f928c7db
data_object_set		nmdc:ec8e0a71e4458ace5d93de19227f5270
data_object_set		nmdc:e78c0eb8617e1a8f11e1fbee4350c943
data_object_set		nmdc:20b14d6ade215c909859ed1e3d2b55ff
data_object_set		nmdc:e387ccd75c4bfdbc6847fc54942e8f33
data_object_set		nmdc:0ae564e069e0eac70343b2892cf6063f
mags_activity_set	nmdc:MAGsAnalysisActivity	nmdc:a5fba8fca3b75c9e0b564a8e311adf46
metagenome_annotation_activity_set	nmdc:MetagenomeAnnotationActivity	nmdc:a5fba8fca3b75c9e0b564a8e311adf46
metagenome_assembly_set	nmdc:MetagenomeAssembly	nmdc:a5fba8fca3b75c9e0b564a8e311adf46
